Expense_ID,Date,Department,Category,Sub_Category,Vendor_Name,Planned_Budget,Actual_Spend,Approval_Status
EXP-10827,2024-05-21,Data & Analytics,Cloud & Hosting,Fivetran ETL,Snowflake Inc,29286.72,36239.26,Over-budget Flag
EXP-10828,2024-06-03,Cybersecurity,Cloud & Hosting,Penetration Testing Audit,Mandiant,56625.09,66222.23,Over-budget Flag
EXP-10829,2024-08-24,Cybersecurity,Cloud & Hosting,Palo Alto Firewalls,CrowdStrike,36655.26,35450.36,Approved within Budget
EXP-10830,2025-01-27,IT Support & Operations,Cloud & Hosting,Zoom Licenses,Slack,20722.34,25736.9,Over-budget Flag
EXP-10831,2025-12-11,Cybersecurity,Cloud & Hosting,CrowdStrike Endpoints,Palo Alto Networks,36670.77,39998.74,Approved with Variance
EXP-10832,2024-06-05,Cloud & Infrastructure,Cloud & Hosting,GCP Kubernetes,Amazon Web Services,14859.99,16092.91,Approved with Variance
EXP-10833,2025-12-24,Cybersecurity,Cloud & Hosting,Palo Alto Firewalls,CrowdStrike,17347.09,19935.78,Approved with Variance
EXP-10834,2024-08-07,Software Engineering,Cloud & Hosting,GitHub Enterprise,GitHub,39885.74,46854.09,Over-budget Flag
EXP-10835,2024-03-06,Software Engineering,Cloud & Hosting,GitHub Enterprise,GitHub,34324.78,38189.46,Approved with Variance
EXP-10836,2025-02-28,IT Support & Operations,Cloud & Hosting,Slack Enterprise,ServiceNow,69039.21,62220.78,Approved within Budget
EXP-10837,2025-02-21,IT Support & Operations,Cloud & Hosting,ServiceNow Ticketing,Zoom,30367.57,29921.38,Approved within Budget
EXP-10838,2024-12-04,Software Engineering,Cloud & Hosting,Docker Hub,JetBrains,45641.18,55738.54,Over-budget Flag
EXP-10839,2025-07-09,IT Support & Operations,Cloud & Hosting,ServiceNow Ticketing,Slack,49258.5,46295.42,Approved within Budget
EXP-10840,2025-04-22,IT Support & Operations,Cloud & Hosting,Zoom Licenses,ServiceNow,5916.61,5909.91,Approved within Budget
EXP-10841,2025-03-01,Data & Analytics,Cloud & Hosting,Databricks Cluster,Fivetran,51447.62,52622.21,Approved with Variance
EXP-10842,2024-03-04,Data & Analytics,Cloud & Hosting,Databricks Cluster,Fivetran,17462.52,17912.39,Approved with Variance
EXP-10843,2024-07-30,Cybersecurity,Cloud & Hosting,CrowdStrike Endpoints,Mandiant,72274.92,79153.75,Approved with Variance
EXP-10844,2026-05-02,Software Engineering,Cloud & Hosting,GitHub Enterprise,GitHub,15406.39,18907.19,Over-budget Flag
EXP-10845,2025-03-06,Cloud & Infrastructure,Cloud & Hosting,AWS Cloud Compute,Amazon Web Services,34023.69,32195.84,Approved within Budget
EXP-10846,2025-02-02,Software Engineering,Cloud & Hosting,JetBrains IDEs,JetBrains,10974.48,9861.67,Approved within Budget
EXP-10847,2026-02-27,Software Engineering,Cloud & Hosting,Docker Hub,Docker,74781.2,69470.85,Approved within Budget
EXP-10848,2025-08-21,Data & Analytics,Cloud & Hosting,Databricks Cluster,Microsoft,40153.65,48375.91,Over-budget Flag
EXP-10849,2025-12-13,Data & Analytics,Cloud & Hosting,Databricks Cluster,Fivetran,46676.95,51733.2,Approved with Variance
EXP-10850,2024-01-21,IT Support & Operations,Cloud & Hosting,Developer Laptops,Apple,9695.35,9349.83,Approved within Budget
EXP-10851,2026-05-27,Cloud & Infrastructure,Cloud & Hosting,Azure Blob Storage,Microsoft,57497.23,67638.52,Over-budget Flag
EXP-10852,2026-06-20,Data & Analytics,Cloud & Hosting,Snowflake Warehouse,Databricks,19693.39,23524.7,Over-budget Flag
EXP-10853,2026-02-22,IT Support & Operations,Cloud & Hosting,ServiceNow Ticketing,Dell,67863.8,80663.3,Over-budget Flag
EXP-10854,2025-08-12,Cloud & Infrastructure,Cloud & Hosting,Data Center Hosting,Amazon Web Services,19359.77,23571.89,Over-budget Flag
EXP-10855,2025-01-24,Data & Analytics,Cloud & Hosting,Fivetran ETL,Fivetran,18348.14,17447.18,Approved within Budget
EXP-10856,2025-05-03,Software Engineering,Cloud & Hosting,Docker Hub,JetBrains,7558.48,8707.5,Over-budget Flag
EXP-10857,2024-01-07,Software Engineering,Cloud & Hosting,GitHub Enterprise,JetBrains,38044.69,39346.42,Approved with Variance
EXP-10858,2024-12-26,Cloud & Infrastructure,Cloud & Hosting,AWS Cloud Compute,Amazon Web Services,44538.88,52858.72,Over-budget Flag
EXP-10859,2024-11-01,Cloud & Infrastructure,Cloud & Hosting,AWS Cloud Compute,Microsoft,9599.6,10956.95,Approved with Variance
EXP-10860,2026-02-10,Data & Analytics,Cloud & Hosting,Databricks Cluster,Databricks,59286.93,68807.16,Over-budget Flag
EXP-10861,2025-02-03,Data & Analytics,Cloud & Hosting,Snowflake Warehouse,Databricks,36730.22,40861.07,Approved with Variance
EXP-10862,2026-05-23,Cloud & Infrastructure,Cloud & Hosting,GCP Kubernetes,Microsoft,41707.32,38411.25,Approved within Budget
EXP-10863,2026-05-05,Cloud & Infrastructure,Cloud & Hosting,Data Center Hosting,Microsoft,35853.39,38291.81,Approved with Variance
EXP-10864,2025-03-05,IT Support & Operations,Cloud & Hosting,Developer Laptops,Apple,33053.41,41114.08,Over-budget Flag
EXP-10865,2025-07-05,IT Support & Operations,Cloud & Hosting,Slack Enterprise,Dell,44174.82,54112.18,Over-budget Flag
EXP-10866,2026-02-04,IT Support & Operations,Cloud & Hosting,Zoom Licenses,Dell,15866.82,13760.81,Approved within Budget
EXP-10867,2026-01-22,Software Engineering,Cloud & Hosting,Docker Hub,JetBrains,17734.97,16243.92,Approved within Budget
EXP-10868,2025-07-13,Software Engineering,Cloud & Hosting,GitHub Enterprise,Docker,65324.99,58968.31,Approved within Budget
EXP-10869,2026-03-30,IT Support & Operations,Cloud & Hosting,ServiceNow Ticketing,ServiceNow,71228.08,81227.93,Approved with Variance
EXP-10870,2025-09-09,IT Support & Operations,Cloud & Hosting,ServiceNow Ticketing,ServiceNow,31131.65,36645.51,Over-budget Flag
EXP-10871,2024-08-13,Cloud & Infrastructure,Cloud & Hosting,Data Center Hosting,Google Cloud,23952.13,22404.93,Approved within Budget
EXP-10872,2025-05-14,Software Engineering,Cloud & Hosting,Jira & Confluence,Docker,50079.97,52701.21,Approved with Variance
EXP-10873,2024-08-12,IT Support & Operations,Cloud & Hosting,ServiceNow Ticketing,Zoom,33611.39,39872.56,Over-budget Flag
EXP-10874,2024-10-06,Cybersecurity,Cloud & Hosting,Okta Identity SSO,CrowdStrike,6777.04,7746.97,Approved with Variance
EXP-10875,2025-03-22,Data & Analytics,Cloud & Hosting,Databricks Cluster,Microsoft,15930.68,16996.36,Approved with Variance
EXP-10876,2025-05-12,IT Support & Operations,Cloud & Hosting,Slack Enterprise,Slack,55118.06,59865.88,Approved with Variance
EXP-10877,2024-01-30,Software Engineering,Cloud & Hosting,Docker Hub,Atlassian,51124.68,53851.89,Approved with Variance
EXP-10878,2025-02-02,IT Support & Operations,Cloud & Hosting,ServiceNow Ticketing,Slack,6896.72,6683.06,Approved within Budget
EXP-10879,2024-12-10,Cybersecurity,Cloud & Hosting,CrowdStrike Endpoints,Mandiant,20538.05,22099.12,Approved with Variance
EXP-10880,2025-11-15,Cloud & Infrastructure,Cloud & Hosting,Azure Blob Storage,Google Cloud,21175.24,23833.88,Approved with Variance
EXP-10881,2025-11-26,Software Engineering,Cloud & Hosting,Docker Hub,JetBrains,52032.49,62404.08,Over-budget Flag
EXP-10882,2026-03-28,Cloud & Infrastructure,Cloud & Hosting,GCP Kubernetes,Amazon Web Services,6379.74,7046.53,Approved with Variance
EXP-10883,2025-02-18,Data & Analytics,Cloud & Hosting,Fivetran ETL,Microsoft,12287.6,14185.4,Over-budget Flag
EXP-10884,2026-01-11,Cloud & Infrastructure,Cloud & Hosting,GCP Kubernetes,Amazon Web Services,60994.13,55750.38,Approved within Budget
EXP-10885,2024-06-18,IT Support & Operations,Cloud & Hosting,Zoom Licenses,ServiceNow,17498.13,18103.97,Approved with Variance
EXP-10886,2026-05-10,Cybersecurity,Cloud & Hosting,CrowdStrike Endpoints,Mandiant,50692.23,43277.61,Approved within Budget
EXP-10887,2025-04-23,Cloud & Infrastructure,Cloud & Hosting,GCP Kubernetes,Amazon Web Services,21672.79,20560.36,Approved within Budget
EXP-10888,2024-05-10,Cybersecurity,Cloud & Hosting,Okta Identity SSO,CrowdStrike,11960.9,13642.42,Approved with Variance
EXP-10889,2025-09-29,Software Engineering,Cloud & Hosting,Jira & Confluence,Atlassian,22022.05,27455.42,Over-budget Flag
EXP-10890,2025-06-30,Software Engineering,Cloud & Hosting,Docker Hub,Atlassian,55558.69,49428.97,Approved within Budget
EXP-10891,2024-01-28,IT Support & Operations,Cloud & Hosting,ServiceNow Ticketing,Dell,64898.75,65586.53,Approved with Variance
EXP-10892,2025-02-07,IT Support & Operations,Cloud & Hosting,Zoom Licenses,Apple,63115.39,73846.8,Over-budget Flag
EXP-10893,2025-08-29,IT Support & Operations,Cloud & Hosting,Developer Laptops,Dell,32802.85,30559.6,Approved within Budget
EXP-10894,2025-07-31,Cybersecurity,Cloud & Hosting,Palo Alto Firewalls,CrowdStrike,51765.96,55494.87,Approved with Variance
EXP-10895,2025-11-09,Data & Analytics,Cloud & Hosting,Databricks Cluster,Fivetran,19348.9,22120.21,Approved with Variance
EXP-10896,2024-01-28,Data & Analytics,Cloud & Hosting,Snowflake Warehouse,Snowflake Inc,25520.34,27980.35,Approved with Variance
EXP-10897,2024-03-26,Data & Analytics,Cloud & Hosting,Fivetran ETL,Databricks,67743.51,62676.97,Approved within Budget
EXP-10898,2025-10-20,Software Engineering,Cloud & Hosting,JetBrains IDEs,Atlassian,5910.13,5863.76,Approved within Budget
EXP-10899,2025-03-14,Software Engineering,Cloud & Hosting,Docker Hub,JetBrains,10985.6,12781.93,Over-budget Flag
EXP-10900,2024-05-18,Data & Analytics,Cloud & Hosting,Databricks Cluster,Databricks,19552.04,20953.74,Approved with Variance
EXP-10901,2026-06-06,IT Support & Operations,Cloud & Hosting,Zoom Licenses,Slack,6857.25,5843.01,Approved within Budget
EXP-10902,2025-04-17,Cloud & Infrastructure,Cloud & Hosting,GCP Kubernetes,Google Cloud,17700.48,20433.37,Over-budget Flag
EXP-10903,2024-07-05,Data & Analytics,Cloud & Hosting,Fivetran ETL,Fivetran,45812.91,39588.06,Approved within Budget
EXP-10904,2024-02-21,Cloud & Infrastructure,Cloud & Hosting,Azure Blob Storage,Google Cloud,34499.72,39615.8,Approved with Variance
EXP-10905,2024-09-23,Data & Analytics,Cloud & Hosting,Databricks Cluster,Snowflake Inc,67487.02,62829.89,Approved within Budget
EXP-10906,2025-01-23,Cloud & Infrastructure,Cloud & Hosting,GCP Kubernetes,Google Cloud,62221.05,76732.83,Over-budget Flag
EXP-10907,2024-12-01,IT Support & Operations,Cloud & Hosting,ServiceNow Ticketing,Apple,28927.21,28845.53,Approved within Budget
EXP-10908,2024-08-04,Software Engineering,Cloud & Hosting,Docker Hub,Atlassian,23159.64,22714.34,Approved within Budget
EXP-10909,2025-04-10,Data & Analytics,Cloud & Hosting,Databricks Cluster,Databricks,31578.47,28722.36,Approved within Budget
EXP-10910,2024-11-30,Data & Analytics,Cloud & Hosting,Power BI Premium Licenses,Fivetran,46320.65,45034.87,Approved within Budget
EXP-10911,2024-12-11,IT Support & Operations,Cloud & Hosting,Zoom Licenses,Zoom,23764.45,28533.03,Over-budget Flag
EXP-10912,2026-02-18,Cybersecurity,Cloud & Hosting,Okta Identity SSO,Mandiant,48690.42,60791.63,Over-budget Flag
EXP-10913,2026-06-19,Data & Analytics,Cloud & Hosting,Databricks Cluster,Microsoft,33658.82,33568.74,Approved within Budget
EXP-10914,2025-01-23,Cloud & Infrastructure,Cloud & Hosting,Data Center Hosting,Microsoft,43643.3,44928.34,Approved with Variance
EXP-10915,2024-10-11,IT Support & Operations,Cloud & Hosting,ServiceNow Ticketing,Zoom,35528.86,40461.27,Approved with Variance
EXP-10916,2026-02-09,Cybersecurity,Cloud & Hosting,Okta Identity SSO,Okta,25612.6,30849.82,Over-budget Flag
EXP-10917,2026-05-01,Data & Analytics,Cloud & Hosting,Fivetran ETL,Databricks,71391.73,77618.35,Approved with Variance
EXP-10918,2025-03-07,Data & Analytics,Cloud & Hosting,Databricks Cluster,Microsoft,58452.41,58838.8,Approved with Variance
EXP-10919,2024-09-15,Software Engineering,Cloud & Hosting,Docker Hub,JetBrains,14807.92,15030.76,Approved with Variance
EXP-10920,2026-05-04,Cybersecurity,Cloud & Hosting,Okta Identity SSO,CrowdStrike,65792.76,74230.5,Approved with Variance
EXP-10921,2024-03-24,IT Support & Operations,Cloud & Hosting,Developer Laptops,ServiceNow,39120.18,33302.51,Approved within Budget
EXP-10922,2025-04-26,Cloud & Infrastructure,Cloud & Hosting,Azure Blob Storage,Amazon Web Services,67618.66,74234.18,Approved with Variance
EXP-10923,2024-01-20,Data & Analytics,Cloud & Hosting,Power BI Premium Licenses,Fivetran,60989.87,60513.98,Approved within Budget
EXP-10924,2026-02-06,IT Support & Operations,Cloud & Hosting,Developer Laptops,Apple,34764.95,40594.3,Over-budget Flag
EXP-10925,2025-07-06,Software Engineering,Cloud & Hosting,Docker Hub,Atlassian,6572.85,5831.41,Approved within Budget
EXP-10926,2024-02-23,Data & Analytics,Cloud & Hosting,Power BI Premium Licenses,Microsoft,23807.42,25837.74,Approved with Variance
EXP-10927,2024-12-24,Cybersecurity,Cloud & Hosting,Penetration Testing Audit,Palo Alto Networks,42914.4,44733.51,Approved with Variance
EXP-10928,2024-08-17,IT Support & Operations,Cloud & Hosting,Slack Enterprise,Dell,49343.48,54619.79,Approved with Variance
EXP-10929,2025-10-27,Cloud & Infrastructure,Cloud & Hosting,AWS Cloud Compute,Google Cloud,23052.14,20192.32,Approved within Budget
EXP-10930,2024-03-11,Software Engineering,Cloud & Hosting,Docker Hub,Atlassian,14754.93,15964.74,Approved with Variance
EXP-10931,2026-03-10,IT Support & Operations,Cloud & Hosting,Zoom Licenses,ServiceNow,63445.12,68177.73,Approved with Variance
EXP-10932,2025-10-29,Data & Analytics,Cloud & Hosting,Power BI Premium Licenses,Fivetran,73908.15,79396.87,Approved with Variance
EXP-10933,2024-02-11,Cloud & Infrastructure,Cloud & Hosting,GCP Kubernetes,Google Cloud,41798.31,45618.47,Approved with Variance
EXP-10934,2026-02-11,Data & Analytics,Cloud & Hosting,Power BI Premium Licenses,Snowflake Inc,17017.55,19069.65,Approved with Variance
EXP-10935,2024-02-01,Data & Analytics,Cloud & Hosting,Databricks Cluster,Snowflake Inc,24061.51,28199.98,Over-budget Flag
EXP-10936,2024-09-10,Cybersecurity,Cloud & Hosting,Palo Alto Firewalls,Mandiant,6287.35,6022.83,Approved within Budget
EXP-10937,2024-07-23,Cybersecurity,Cloud & Hosting,Penetration Testing Audit,Palo Alto Networks,69000.92,81422.45,Over-budget Flag
EXP-10938,2026-05-09,Data & Analytics,Cloud & Hosting,Fivetran ETL,Microsoft,13242.58,13895.47,Approved with Variance
EXP-10939,2024-01-21,Software Engineering,Cloud & Hosting,GitHub Enterprise,GitHub,45356.15,39950.75,Approved within Budget
EXP-10940,2025-09-28,Cybersecurity,Cloud & Hosting,Penetration Testing Audit,Palo Alto Networks,24183.87,21122.68,Approved within Budget
EXP-10941,2024-06-05,Cybersecurity,Cloud & Hosting,Penetration Testing Audit,Okta,43792.46,43078.44,Approved within Budget
EXP-10942,2024-09-01,Cybersecurity,Cloud & Hosting,Penetration Testing Audit,Okta,50599.43,58895.65,Over-budget Flag
EXP-10943,2024-05-09,Cybersecurity,Cloud & Hosting,Penetration Testing Audit,Okta,63081.93,71476.39,Approved with Variance
EXP-10944,2025-04-29,Cloud & Infrastructure,Cloud & Hosting,AWS Cloud Compute,Microsoft,19449.49,22667.33,Over-budget Flag
EXP-10945,2025-11-16,Data & Analytics,Cloud & Hosting,Databricks Cluster,Fivetran,5769.71,6098.05,Approved with Variance
EXP-10946,2024-04-27,Cloud & Infrastructure,Cloud & Hosting,AWS Cloud Compute,Microsoft,14581.99,14962.28,Approved with Variance
EXP-10947,2025-07-31,IT Support & Operations,Cloud & Hosting,Developer Laptops,Slack,68001.3,61811.89,Approved within Budget
EXP-10948,2024-08-11,IT Support & Operations,Cloud & Hosting,ServiceNow Ticketing,ServiceNow,66172.31,64933.37,Approved within Budget
EXP-10949,2025-04-21,IT Support & Operations,Cloud & Hosting,Slack Enterprise,Dell,46818.92,47924.21,Approved with Variance
EXP-10950,2025-12-17,Cloud & Infrastructure,Cloud & Hosting,Azure Blob Storage,Microsoft,47036.18,41647.72,Approved within Budget
EXP-10951,2024-09-19,Data & Analytics,Cloud & Hosting,Snowflake Warehouse,Databricks,51552.57,48368.93,Approved within Budget
EXP-10952,2026-02-24,IT Support & Operations,Cloud & Hosting,Zoom Licenses,Zoom,17275.99,18818.57,Approved with Variance
EXP-10953,2025-01-12,Cybersecurity,Cloud & Hosting,Okta Identity SSO,Mandiant,69008.84,78964.42,Approved with Variance
EXP-10954,2024-06-20,IT Support & Operations,Cloud & Hosting,Zoom Licenses,Zoom,34313.94,42869.74,Over-budget Flag
EXP-10955,2025-09-12,Software Engineering,Cloud & Hosting,GitHub Enterprise,GitHub,31819.7,38923.3,Over-budget Flag
EXP-10956,2025-09-13,Cybersecurity,Cloud & Hosting,CrowdStrike Endpoints,CrowdStrike,41324.24,45747.01,Approved with Variance
EXP-10957,2026-02-04,Cybersecurity,Cloud & Hosting,CrowdStrike Endpoints,Okta,8287.62,8440.93,Approved with Variance
EXP-10958,2026-01-05,Cybersecurity,Cloud & Hosting,Okta Identity SSO,Okta,16639.84,18378.22,Approved with Variance
EXP-10959,2024-04-27,IT Support & Operations,Cloud & Hosting,ServiceNow Ticketing,ServiceNow,56662.35,65969.74,Over-budget Flag
EXP-10960,2026-03-07,Cybersecurity,Cloud & Hosting,Palo Alto Firewalls,CrowdStrike,10795.91,9687.54,Approved within Budget
EXP-10961,2026-04-18,Software Engineering,Cloud & Hosting,Docker Hub,Docker,47220.65,47879.94,Approved with Variance
EXP-10962,2024-06-16,Cloud & Infrastructure,Cloud & Hosting,GCP Kubernetes,Amazon Web Services,22174.44,26297.13,Over-budget Flag
EXP-10963,2024-11-14,Software Engineering,Cloud & Hosting,Docker Hub,JetBrains,32250.69,32364.64,Approved with Variance
EXP-10964,2024-04-20,Data & Analytics,Cloud & Hosting,Fivetran ETL,Databricks,25208.56,27193.71,Approved with Variance
EXP-10965,2025-08-15,Cybersecurity,Cloud & Hosting,Palo Alto Firewalls,Okta,29897.09,32441.56,Approved with Variance
EXP-10966,2024-01-27,Software Engineering,Cloud & Hosting,JetBrains IDEs,JetBrains,55333.21,51116.29,Approved within Budget
EXP-10967,2024-11-15,IT Support & Operations,Cloud & Hosting,Developer Laptops,ServiceNow,25798.52,25666.8,Approved within Budget
EXP-10968,2025-08-12,Data & Analytics,Cloud & Hosting,Fivetran ETL,Databricks,44648.32,43925.22,Approved within Budget
EXP-10969,2025-11-24,Software Engineering,Cloud & Hosting,GitHub Enterprise,Atlassian,38323.53,32976.58,Approved within Budget
EXP-10970,2025-01-19,Cybersecurity,Cloud & Hosting,Okta Identity SSO,Palo Alto Networks,51456.98,44236.37,Approved within Budget
EXP-10971,2025-02-10,IT Support & Operations,Cloud & Hosting,Zoom Licenses,Zoom,70578.08,83471.2,Over-budget Flag
EXP-10972,2026-01-02,Cybersecurity,Cloud & Hosting,CrowdStrike Endpoints,Palo Alto Networks,56280.05,53985.42,Approved within Budget
EXP-10973,2024-07-22,Data & Analytics,Cloud & Hosting,Snowflake Warehouse,Snowflake Inc,20045.83,21193.08,Approved with Variance
EXP-10974,2024-03-18,Software Engineering,Cloud & Hosting,Jira & Confluence,Docker,7182.82,6963.67,Approved within Budget
EXP-10975,2025-08-29,Cybersecurity,Cloud & Hosting,Okta Identity SSO,Okta,23358.48,28643.84,Over-budget Flag
EXP-10976,2025-12-08,Data & Analytics,Cloud & Hosting,Databricks Cluster,Microsoft,46655.46,44496.18,Approved within Budget
EXP-10977,2026-04-30,IT Support & Operations,Cloud & Hosting,Slack Enterprise,Apple,8599.81,8787.83,Approved with Variance
EXP-10978,2025-10-04,Software Engineering,Cloud & Hosting,Docker Hub,Docker,39745.64,47658.68,Over-budget Flag
EXP-10979,2024-09-05,Software Engineering,Cloud & Hosting,Jira & Confluence,JetBrains,46779.0,55516.07,Over-budget Flag
EXP-10980,2024-04-14,Data & Analytics,Cloud & Hosting,Fivetran ETL,Databricks,28397.07,26251.4,Approved within Budget
EXP-10981,2025-12-14,Software Engineering,Cloud & Hosting,JetBrains IDEs,Docker,58963.85,69050.05,Over-budget Flag
EXP-10982,2026-03-02,IT Support & Operations,Cloud & Hosting,Zoom Licenses,Slack,12461.88,12876.55,Approved with Variance
EXP-10983,2024-11-04,IT Support & Operations,Cloud & Hosting,Developer Laptops,Slack,10259.64,10702.73,Approved with Variance
EXP-10984,2026-05-20,Software Engineering,Cloud & Hosting,Docker Hub,GitHub,55973.21,50565.75,Approved within Budget
EXP-10985,2025-12-01,Cybersecurity,Cloud & Hosting,Penetration Testing Audit,Palo Alto Networks,39684.39,35011.18,Approved within Budget
EXP-10986,2025-09-06,Cybersecurity,Cloud & Hosting,Okta Identity SSO,Okta,53188.17,60697.05,Approved with Variance
EXP-10987,2026-04-04,IT Support & Operations,Cloud & Hosting,Developer Laptops,Dell,35437.91,37159.64,Approved with Variance
EXP-10988,2024-05-03,Cybersecurity,Cloud & Hosting,Okta Identity SSO,Mandiant,22248.14,22798.57,Approved with Variance
EXP-10989,2026-03-26,Data & Analytics,Cloud & Hosting,Snowflake Warehouse,Databricks,62337.16,71176.77,Approved with Variance
EXP-10990,2025-08-02,Cloud & Infrastructure,Cloud & Hosting,AWS Cloud Compute,Google Cloud,60959.11,70481.24,Over-budget Flag
EXP-10991,2026-03-12,Software Engineering,Cloud & Hosting,GitHub Enterprise,JetBrains,53628.75,48993.26,Approved within Budget
EXP-10992,2024-02-12,Data & Analytics,Cloud & Hosting,Databricks Cluster,Microsoft,24050.16,26313.04,Approved with Variance
EXP-10993,2024-12-21,IT Support & Operations,Cloud & Hosting,Developer Laptops,Zoom,46316.15,41876.36,Approved within Budget
EXP-10994,2025-06-29,Cloud & Infrastructure,Cloud & Hosting,Azure Blob Storage,Amazon Web Services,30268.17,34825.04,Over-budget Flag
EXP-10995,2025-03-14,IT Support & Operations,Cloud & Hosting,ServiceNow Ticketing,ServiceNow,11410.75,12697.68,Approved with Variance
EXP-10996,2025-11-08,Cloud & Infrastructure,Cloud & Hosting,Azure Blob Storage,Amazon Web Services,69211.95,85313.82,Over-budget Flag
EXP-10997,2025-01-14,Data & Analytics,Cloud & Hosting,Power BI Premium Licenses,Fivetran,14577.3,12792.79,Approved within Budget
EXP-10998,2024-03-11,Cloud & Infrastructure,Cloud & Hosting,GCP Kubernetes,Amazon Web Services,71516.61,62421.26,Approved within Budget
EXP-10999,2025-06-02,Cybersecurity,Cloud & Hosting,Penetration Testing Audit,Okta,36220.4,34875.71,Approved within Budget
